Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Type,Transaction_Location,Transaction_Time,Device_Used,Account_Age,Credit_Score,Previous_Fraud,Is_Fraud
T6267,C6441,2796.02,Transfer,"South Teresamouth, Cyprus",2025-01-15 10:32:27,Mobile,16,324,1,1
T6268,C5015,6821.94,Withdrawal,"New Stevenshire, Australia",2025-01-14 04:09:19,Mobile,19,841,0,0
T6269,C1426,4036.21,Transfer,"West Katherineton, French Southern Territories",2025-02-02 18:45:45,Web,19,311,0,0
T6270,C7148,6998.97,Transfer,"New Heatherton, Saudi Arabia",2025-01-20 11:24:07,Mobile,1,743,0,0
T6271,C5565,1395.98,Deposit,"North Charlesville, Wallis and Futuna",2025-02-04 20:02:43,ATM,3,718,0,0
T6272,C4353,6429.21,Online Payment,"Smithchester, Turkey",2025-02-15 21:01:20,POS Terminal,1,383,0,0
T6273,C1083,9425.58,Online Payment,"Dorseymouth, Aruba",2025-02-13 00:31:48,ATM,10,730,0,0
T6274,C7509,6252.36,Deposit,"Daniellemouth, Austria",2025-01-30 21:41:28,POS Terminal,2,427,0,0
T6275,C6959,9512.46,Withdrawal,"New Michael, United States of America",2025-02-05 05:41:54,POS Terminal,18,748,1,0
T6276,C4578,1894.35,Withdrawal,"South Kelseyborough, South Africa",2025-01-25 23:03:31,Web,16,658,0,0
T6277,C2304,8179.42,Online Payment,"Lisafurt, Guinea-Bissau",2025-02-04 16:20:06,ATM,15,626,1,1
T6278,C2208,4217.46,Online Payment,"Johnburgh, Nepal",2025-01-13 14:50:14,Web,8,550,1,0
T6279,C7706,2698.31,Withdrawal,"Erikfort, United States Virgin Islands",2025-01-05 21:19:15,Mobile,17,568,1,0
T6280,C4126,2314.51,Deposit,"Jamesstad, Myanmar",2025-02-08 07:49:45,POS Terminal,7,849,0,0
T6281,C3905,5246.98,Online Payment,"Sullivanmouth, Timor-Leste",2025-02-14 13:58:18,ATM,20,371,0,0
T6282,C2202,8197.41,Deposit,"Davidville, Algeria",2025-02-07 23:30:42,POS Terminal,5,698,0,0
T6283,C9598,5463.28,Online Payment,"Lake Bryanfort, Puerto Rico",2025-01-09 00:34:12,ATM,1,785,0,0
T6284,C2734,2587.34,Deposit,"West Sarahfort, Czech Republic",2025-02-07 08:59:33,Mobile,5,421,1,1
T6285,C5971,7521.05,Transfer,"Riveramouth, Taiwan",2025-02-02 09:31:38,ATM,6,434,0,0
T6286,C8298,6137.26,Withdrawal,"Lauraview, Swaziland",2025-01-05 07:23:40,POS Terminal,14,685,0,0
T6287,C7809,5497.05,Deposit,"West Benjamin, Vietnam",2025-01-03 16:21:41,POS Terminal,8,756,1,0
T6288,C7625,5085.91,Online Payment,"Jessicachester, Angola",2025-02-13 05:51:32,ATM,6,403,1,0
T6289,C9470,766.54,Deposit,"Kevinmouth, Kyrgyz Republic",2025-01-01 15:01:21,Mobile,10,761,1,0
T6290,C8098,179.23,Transfer,"New Stephaniefurt, Isle of Man",2025-02-03 22:44:08,Web,1,397,0,1
T6291,C9258,944.17,Transfer,"South Teresafort, Qatar",2025-01-17 21:27:34,ATM,1,775,1,0
T6292,C1729,1690.65,Deposit,"Lake Jennifer, Turks and Caicos Islands",2025-01-02 08:11:21,Web,15,535,1,0
T6293,C8051,2495.72,Online Payment,"New Karaside, Cape Verde",2025-02-09 01:54:32,POS Terminal,20,302,0,0
T6294,C9385,470.41,Withdrawal,"South Megan, Denmark",2025-01-05 04:09:03,ATM,16,573,1,0
T6295,C7633,5324.03,Withdrawal,"Simmonsshire, Liechtenstein",2025-01-05 03:12:19,Web,12,715,1,1
T6296,C5693,9036.24,Withdrawal,"South Mariaport, Netherlands",2025-01-15 18:15:01,ATM,13,511,0,0
T6297,C8843,2911.99,Withdrawal,"Tinaside, Bulgaria",2025-01-04 05:12:15,ATM,13,519,0,0
T6298,C6917,4423.25,Deposit,"South Robert, Benin",2025-01-21 12:48:20,Web,13,734,0,0
T6299,C3703,9858.19,Online Payment,"West Franceschester, Liberia",2025-01-30 21:39:23,POS Terminal,10,699,0,0
T6300,C2917,6715.83,Withdrawal,"Jonville, Belize",2025-01-23 01:09:49,POS Terminal,16,532,1,1
T6301,C1798,6903.04,Transfer,"West Haroldstad, Nicaragua",2025-01-05 03:36:04,ATM,4,720,0,1
T6302,C6189,8469.99,Deposit,"Leachland, Iran",2025-01-15 13:31:08,Mobile,9,711,1,0
T6303,C3360,6831.83,Deposit,"South Johnstad, Iraq",2025-01-25 09:53:29,Web,17,403,0,1
T6304,C8666,3881.32,Online Payment,"Joneston, Denmark",2025-01-28 01:25:10,POS Terminal,20,306,1,1
T6305,C3300,6055.95,Withdrawal,"Kemphaven, Sudan",2025-02-03 23:31:39,POS Terminal,17,480,1,0
T6306,C3057,1462.52,Withdrawal,"New Tracey, Cocos (Keeling) Islands",2025-01-13 02:07:14,ATM,18,622,1,0
T6307,C3434,1111.13,Transfer,"South Matthew, American Samoa",2025-01-24 06:58:50,POS Terminal,9,473,0,0
T6308,C1234,2005.13,Withdrawal,"New Robert, Kuwait",2025-01-04 17:56:27,POS Terminal,10,772,0,0
T6309,C8941,8320.13,Transfer,"Natashaville, Belize",2025-01-10 16:20:02,Mobile,6,315,0,0
T6310,C2943,5859.72,Online Payment,"New Kimberlyfort, Lao People's Democratic Republic",2025-01-18 01:06:09,POS Terminal,20,506,1,1
T6311,C2131,8870.48,Withdrawal,"Sanchezport, Cyprus",2025-01-28 08:04:41,ATM,14,439,1,0
T6312,C6222,3354.83,Transfer,"Greenland, Cayman Islands",2025-01-26 14:21:45,Mobile,4,473,0,0
T6313,C5853,1646.85,Withdrawal,"North Jason, Lebanon",2025-02-03 11:56:36,POS Terminal,2,590,1,1
T6314,C5845,386.59,Deposit,"Bruceburgh, Nepal",2025-02-05 09:39:15,Web,20,477,0,0
T6315,C5738,1524.61,Transfer,"East Deniseport, Barbados",2025-01-13 04:59:56,ATM,16,370,1,1
T6316,C9618,5867.08,Withdrawal,"New Kristina, Saint Helena",2025-01-18 23:10:55,Mobile,4,637,0,0
T6317,C9486,1187.67,Deposit,"Lake Bruce, Qatar",2025-01-26 19:00:18,Mobile,6,815,0,0
T6318,C5610,6394.81,Online Payment,"Hinesbury, Cayman Islands",2025-02-01 00:00:56,Mobile,3,408,0,0
T6319,C7660,9069.56,Online Payment,"Lake Bryan, Barbados",2025-01-10 12:48:48,POS Terminal,20,640,0,0
T6320,C8892,9171.35,Transfer,"Laurieville, Jamaica",2025-01-26 08:05:06,Web,14,847,0,0
T6321,C7793,50.29,Withdrawal,"North Bernard, British Indian Ocean Territory (Chagos Archipelago)",2025-01-08 10:02:21,Web,9,610,1,1
T6322,C3563,3913.46,Transfer,"Antonioville, United Arab Emirates",2025-01-29 21:27:53,Mobile,7,392,1,1
T6323,C1075,737.14,Deposit,"Lake Louismouth, Albania",2025-02-16 03:49:08,POS Terminal,17,741,0,0
T6324,C4848,1982.62,Online Payment,"North Catherineshire, Netherlands Antilles",2025-02-01 18:27:21,ATM,9,438,1,0
T6325,C3970,9924.86,Withdrawal,"North Danielle, Malawi",2025-02-08 12:26:19,ATM,19,821,1,0
T6326,C5610,6450.06,Deposit,"Danielsview, Burundi",2025-01-08 16:40:30,Mobile,3,408,1,0
T6327,C5484,3685.9,Deposit,"Michaeltown, Svalbard & Jan Mayen Islands",2025-01-14 18:27:59,Mobile,1,528,1,1
T6328,C7755,2626.09,Deposit,"East Keithburgh, Bangladesh",2025-01-06 01:13:44,Web,18,798,1,1
T6329,C4496,6593.46,Withdrawal,"Timothyshire, Belize",2025-01-07 19:15:15,POS Terminal,2,698,1,1
T6330,C4244,1303.25,Deposit,"Williamside, Dominican Republic",2025-01-08 13:59:56,ATM,19,624,1,1
T6331,C8452,9222.59,Deposit,"Jamesshire, Equatorial Guinea",2025-02-14 23:45:10,ATM,10,346,0,0
T6332,C9788,7656.79,Deposit,"Lake Terri, Paraguay",2025-01-10 08:32:10,Mobile,8,316,1,1
T6333,C9150,8528.74,Online Payment,"North Kimberly, Algeria",2025-02-01 20:32:50,Mobile,19,732,0,0
T6334,C6223,5308.44,Online Payment,"Lake Garyburgh, Armenia",2025-02-02 01:22:27,Web,7,598,1,1
T6335,C1373,8423.31,Withdrawal,"New Rebeccamouth, Slovenia",2025-01-19 04:08:16,ATM,9,848,1,0
T6336,C9101,6170.58,Deposit,"Richardhaven, Slovenia",2025-01-27 00:32:19,Web,1,758,1,0
T6337,C1528,2770.3,Transfer,"West Christopherbury, Vanuatu",2025-01-04 19:35:20,ATM,9,344,0,0
T6338,C5263,732.0,Withdrawal,"Petersenhaven, San Marino",2025-02-11 18:20:50,POS Terminal,2,720,1,0
T6339,C6355,9746.74,Deposit,"Kyleville, Tunisia",2025-01-28 01:34:24,Web,1,778,1,0
T6340,C2563,6988.49,Online Payment,"Karentown, Taiwan",2025-01-15 04:10:54,POS Terminal,5,748,0,0
T6341,C1193,476.47,Transfer,"East Peterchester, Kenya",2025-01-29 10:13:11,POS Terminal,20,716,1,0
T6342,C9949,5988.63,Online Payment,"Kimshire, Iran",2025-01-22 22:14:42,POS Terminal,9,831,1,0
T6343,C2649,6285.72,Withdrawal,"West Randyfurt, Eritrea",2025-01-26 02:36:01,Mobile,6,552,0,0
T6344,C9934,2705.77,Transfer,"East Stephanie, Cyprus",2025-02-10 22:01:40,ATM,8,425,1,0
T6345,C1179,1844.44,Deposit,"Stevenview, Ecuador",2025-01-22 11:52:22,ATM,20,329,1,1
T6346,C8219,4040.79,Transfer,"Johnsonbury, Guatemala",2025-01-22 03:35:04,Mobile,3,494,1,1
T6347,C9658,1860.66,Deposit,"Fordville, Wallis and Futuna",2025-01-08 22:58:49,Mobile,16,431,0,0
T6348,C8720,399.93,Transfer,"Ochoaview, Papua New Guinea",2025-01-15 18:10:10,ATM,16,436,1,1
T6349,C3842,3775.05,Deposit,"New David, Mauritius",2025-01-13 11:47:56,Mobile,14,595,1,0
T6350,C6684,5370.56,Transfer,"North Brandonmouth, Mauritania",2025-01-04 11:41:26,Web,1,455,1,1
T6351,C7210,8460.91,Withdrawal,"Smithshire, Mauritania",2025-02-05 21:45:14,POS Terminal,1,533,0,0
T6352,C2623,1646.74,Online Payment,"Lake Erinstad, Sri Lanka",2025-01-31 06:03:45,POS Terminal,9,622,0,0
T6353,C2460,2807.6,Online Payment,"Amandaview, Gambia",2025-02-02 14:42:28,POS Terminal,12,786,1,0
T6354,C7956,5480.74,Deposit,"Amandamouth, Saudi Arabia",2025-01-09 18:36:30,POS Terminal,9,356,1,1
T6355,C4289,9014.01,Online Payment,"West Andrew, Montenegro",2025-01-11 14:14:52,Web,1,394,0,1
T6356,C5736,9375.94,Transfer,"South Michael, French Southern Territories",2025-02-03 03:16:39,POS Terminal,18,655,1,1
T6357,C3261,2739.46,Online Payment,"Lake Chadmouth, Pitcairn Islands",2025-02-07 16:34:05,Mobile,20,545,0,0
T6358,C3394,2381.0,Transfer,"Littlestad, Falkland Islands (Malvinas)",2025-01-05 13:49:32,Mobile,3,633,1,0
T6359,C9143,6960.99,Withdrawal,"Danastad, Barbados",2025-02-16 04:04:10,Web,2,304,0,0
T6360,C9651,8634.7,Withdrawal,"Vincentshire, Netherlands Antilles",2025-02-03 22:29:41,ATM,2,740,0,0
T6361,C2664,8054.26,Online Payment,"Lake Jonathanmouth, Guyana",2025-01-09 17:16:12,Mobile,8,701,0,0
T6362,C3698,9001.89,Deposit,"Beckerburgh, Kyrgyz Republic",2025-01-15 12:50:53,Web,4,800,1,0
T6363,C8270,6106.4,Deposit,"Port Brandiborough, Switzerland",2025-01-14 04:13:24,Mobile,20,427,1,0
T6364,C9380,4866.23,Transfer,"North Stephanieview, Papua New Guinea",2025-01-23 12:53:34,ATM,16,449,0,0
T6365,C5671,4903.88,Online Payment,"South Davidmouth, Falkland Islands (Malvinas)",2025-01-16 15:20:00,Web,15,742,1,0
T6366,C8694,5318.65,Online Payment,"Jennyborough, Slovakia (Slovak Republic)",2025-01-29 16:29:43,Web,1,812,0,0
T6367,C3878,7209.8,Transfer,"Royside, French Southern Territories",2025-02-13 23:29:54,POS Terminal,13,637,1,0
T6368,C2077,7269.33,Withdrawal,"East Ronald, Gambia",2025-02-12 08:35:54,ATM,13,455,1,1
T6369,C4617,646.61,Online Payment,"North Sharitown, Kyrgyz Republic",2025-01-24 20:48:35,ATM,1,513,0,0
T6370,C4388,1776.88,Online Payment,"Carrieport, Cambodia",2025-02-13 10:36:54,Mobile,8,536,1,1
T6371,C2435,4971.54,Deposit,"Annchester, Israel",2025-02-09 18:49:41,Mobile,17,334,0,0
T6372,C7009,7032.53,Withdrawal,"North Brandonfurt, Russian Federation",2025-01-13 18:05:37,Web,18,557,1,0
T6373,C9676,7805.71,Withdrawal,"South Mary, Armenia",2025-02-02 12:21:02,POS Terminal,16,331,1,0
T6374,C4358,255.1,Withdrawal,"Scottville, French Polynesia",2025-02-01 04:58:26,POS Terminal,7,461,1,0
T6375,C4683,7076.12,Deposit,"West Janetmouth, Netherlands",2025-01-09 14:12:27,POS Terminal,14,644,1,0
T6376,C2505,2250.75,Deposit,"North Taylor, Bahamas",2025-01-26 01:32:26,Web,15,328,0,0
T6377,C9629,5729.08,Online Payment,"South Amanda, Saint Vincent and the Grenadines",2025-02-01 13:58:51,ATM,2,661,1,1
T6378,C1033,4615.69,Deposit,"Marcmouth, Yemen",2025-02-08 02:14:40,Mobile,3,773,0,0
T6379,C2800,495.56,Online Payment,"East Crystalborough, Uruguay",2025-01-07 12:18:45,ATM,16,747,1,1
T6380,C6809,2835.01,Withdrawal,"South Mariaville, North Macedonia",2025-02-15 17:23:25,Web,2,499,0,0
T6381,C2294,781.72,Deposit,"West Christinahaven, Lao People's Democratic Republic",2025-02-06 00:19:06,POS Terminal,17,447,1,1
T6382,C9800,45.58,Transfer,"Tateview, Bouvet Island (Bouvetoya)",2025-01-03 16:53:30,Web,17,419,0,0
T6383,C9308,2428.5,Withdrawal,"Collinsberg, Nicaragua",2025-01-14 17:39:45,Mobile,17,455,1,0
T6384,C7206,7336.85,Online Payment,"North Joseph, Korea",2025-02-10 02:06:16,Mobile,18,440,1,1
T6385,C2591,4991.49,Online Payment,"Michaelmouth, United Kingdom",2025-01-27 21:57:02,ATM,12,804,1,0
T6386,C9840,5915.02,Online Payment,"West Danielmouth, Burundi",2025-01-01 16:37:47,POS Terminal,15,583,0,0
T6387,C9902,8992.81,Online Payment,"New Joe, Sudan",2025-02-13 17:04:59,POS Terminal,10,834,1,1
T6388,C7603,8147.55,Transfer,"Port Mistyton, Vanuatu",2025-01-12 05:47:00,Web,2,379,1,0
T6389,C1908,1380.97,Transfer,"Petertown, Vanuatu",2025-01-24 02:14:09,ATM,19,790,0,0
T6390,C7586,6491.73,Transfer,"Atkinsburgh, Saint Helena",2025-02-13 07:59:22,POS Terminal,19,427,1,1
T6391,C2944,8125.48,Transfer,"Coleside, Bosnia and Herzegovina",2025-01-23 12:23:02,Web,19,458,1,0
T6392,C8079,2081.09,Transfer,"Kleinborough, Palau",2025-01-02 15:43:00,Mobile,18,719,1,0
T6393,C1982,840.98,Withdrawal,"West Amandatown, Norfolk Island",2025-02-09 22:55:52,ATM,3,580,1,1
T6394,C2235,8434.73,Deposit,"North Lauraview, Niger",2025-01-15 02:53:11,ATM,4,302,1,0
T6395,C1451,3316.62,Deposit,"Mayfurt, Iceland",2025-01-14 12:17:14,Mobile,15,407,1,1
T6396,C1405,5436.92,Online Payment,"East Danielle, Congo",2025-02-02 21:32:23,ATM,5,349,1,1
T6397,C1476,2901.3,Transfer,"Mendozastad, Eritrea",2025-02-14 06:27:29,Web,14,638,0,0
T6398,C5138,3327.76,Deposit,"Nancyborough, Lesotho",2025-01-25 00:51:22,Web,15,374,0,0
T6399,C1803,1675.06,Online Payment,"Christinefurt, Grenada",2025-02-10 04:54:37,POS Terminal,18,637,1,1
T6400,C4966,1186.42,Deposit,"Morganberg, Greenland",2025-01-31 10:35:45,ATM,15,823,0,0
T6401,C6029,4890.22,Withdrawal,"Hawkinshaven, Poland",2025-01-23 15:27:37,Web,19,669,0,0
T6402,C3449,3229.53,Withdrawal,"East Tammy, Uganda",2025-01-05 23:01:08,Web,9,625,0,0
T6403,C9001,8975.03,Deposit,"Lewisfort, Kazakhstan",2025-01-27 18:29:02,ATM,9,450,0,0
T6404,C2833,6478.43,Transfer,"Port Andrebury, Liechtenstein",2025-02-04 08:50:31,Mobile,12,745,1,0
T6405,C8000,5071.24,Deposit,"Suttonchester, Uganda",2025-01-21 15:03:29,Mobile,14,738,0,1
T6406,C2489,3818.15,Deposit,"North Marcia, Montserrat",2025-02-12 14:00:50,POS Terminal,15,543,0,0
T6407,C4929,1955.97,Transfer,"West Thomas, Kyrgyz Republic",2025-01-22 20:36:01,Mobile,2,593,1,0
T6408,C4513,3134.84,Deposit,"Port Lindaburgh, Palestinian Territory",2025-01-11 08:50:37,POS Terminal,17,627,1,0
T6409,C3003,8953.44,Online Payment,"Blanchardton, Slovenia",2025-02-08 21:33:26,POS Terminal,18,311,1,1
T6410,C8136,3261.89,Deposit,"Wellsstad, British Indian Ocean Territory (Chagos Archipelago)",2025-02-03 23:45:31,Web,9,751,1,0
T6411,C2314,4250.32,Online Payment,"South Stephanieberg, Lithuania",2025-01-26 18:21:15,POS Terminal,6,645,1,0
T6412,C5842,4975.77,Transfer,"East Joanne, Sao Tome and Principe",2025-01-23 18:18:09,Web,6,539,1,1
T6413,C7399,6208.38,Withdrawal,"Phelpsmouth, Ghana",2025-02-08 14:21:12,POS Terminal,4,583,0,0
T6414,C6336,5397.08,Deposit,"Batesville, Palestinian Territory",2025-01-01 21:47:14,Web,7,409,0,0
T6415,C8859,3346.36,Withdrawal,"Alexandershire, Cambodia",2025-02-14 10:58:23,Mobile,1,653,0,0
T6416,C7243,5832.71,Online Payment,"Mayofurt, Netherlands",2025-02-05 21:57:31,ATM,13,652,1,1
T6417,C2977,3780.23,Withdrawal,"West Michele, Czech Republic",2025-01-19 11:34:39,ATM,9,814,1,0
T6418,C2692,9070.34,Withdrawal,"Nelsonberg, Seychelles",2025-02-14 22:23:16,Web,14,493,0,0
T6419,C5549,5273.29,Withdrawal,"Anthonyfort, Heard Island and McDonald Islands",2025-01-03 16:58:23,Web,1,311,0,0
T6420,C2952,1296.53,Online Payment,"North Janetside, United Kingdom",2025-02-14 15:37:40,ATM,15,731,1,0
T6421,C3867,5081.94,Deposit,"Port Debraborough, Lao People's Democratic Republic",2025-01-16 03:38:36,ATM,17,379,1,0
T6422,C2190,2769.29,Transfer,"South Julie, Togo",2025-01-22 12:05:07,ATM,1,674,0,0
T6423,C7575,2434.24,Withdrawal,"Jasminebury, Barbados",2025-01-19 05:19:51,ATM,15,709,1,0
T6424,C1406,4117.19,Deposit,"New Mary, Isle of Man",2025-02-11 17:06:28,POS Terminal,16,512,0,0
T6425,C6099,6250.05,Withdrawal,"Josephside, Liechtenstein",2025-02-10 14:40:36,POS Terminal,13,308,1,1
T6426,C1238,7801.08,Deposit,"Lake Edwardville, Pitcairn Islands",2025-01-10 09:25:30,ATM,12,552,0,0
T6427,C1916,340.27,Transfer,"Lake Ianland, Kenya",2025-02-01 09:03:21,ATM,6,533,1,1
T6428,C8436,2666.28,Deposit,"New Jessicabury, French Southern Territories",2025-01-09 17:21:50,POS Terminal,2,607,1,0
T6429,C7481,3721.81,Deposit,"New Kimberlyfort, United States of America",2025-02-01 23:02:30,Mobile,6,641,0,0
T6430,C7670,6369.11,Online Payment,"West Andrea, Bermuda",2025-02-06 13:52:52,Web,11,409,0,0
T6431,C3556,4712.32,Deposit,"East Christine, Tanzania",2025-01-12 21:01:45,ATM,8,487,1,0
T6432,C3592,5126.91,Withdrawal,"South Rebeccashire, Colombia",2025-01-05 21:55:29,Mobile,6,406,0,0
T6433,C4219,8007.34,Withdrawal,"Richardfurt, Ghana",2025-01-13 14:47:28,POS Terminal,9,722,1,1
T6434,C7500,6912.37,Transfer,"Mitchellstad, Niger",2025-01-17 06:01:57,ATM,10,751,1,0
T6435,C2488,8018.99,Withdrawal,"East Mallory, Hong Kong",2025-02-12 06:13:30,Mobile,5,723,0,0
T6436,C3837,6393.99,Online Payment,"Davidside, Saint Barthelemy",2025-01-24 18:29:28,POS Terminal,16,427,1,1
T6437,C8743,3982.96,Withdrawal,"Mariafurt, Tunisia",2025-01-03 03:09:05,Web,15,791,0,0
T6438,C4704,9814.58,Transfer,"Staceyport, Pakistan",2025-02-06 02:42:48,Web,7,502,1,1
T6439,C2748,712.38,Withdrawal,"Port Wandaton, Algeria",2025-01-18 06:29:21,Web,10,767,1,1
T6440,C2329,6386.79,Online Payment,"North Alexander, Vietnam",2025-01-21 23:56:49,Mobile,5,394,0,1
T6441,C4202,4880.9,Transfer,"East Jenniferborough, Cocos (Keeling) Islands",2025-02-01 09:36:15,ATM,15,702,1,0
T6442,C8959,8420.16,Transfer,"North Maria, Philippines",2025-01-20 07:57:38,ATM,8,320,0,0
T6443,C4480,5734.65,Transfer,"Kyleburgh, Bhutan",2025-02-07 12:04:33,ATM,12,775,1,1
T6444,C9633,7297.82,Transfer,"Martinezstad, Guinea-Bissau",2025-02-09 05:47:52,POS Terminal,19,350,1,1
T6445,C1807,4167.31,Deposit,"North Brenda, Norfolk Island",2025-01-10 21:41:37,ATM,10,806,1,1
T6446,C3700,9997.53,Deposit,"Frankville, Lithuania",2025-01-01 04:35:29,POS Terminal,13,799,0,1
T6447,C3912,4585.9,Withdrawal,"South James, Cameroon",2025-02-02 11:09:33,Web,1,407,1,1
T6448,C4073,8208.55,Withdrawal,"Tracyshire, Zambia",2025-01-30 15:29:39,ATM,14,325,0,0
T6449,C9169,7756.11,Withdrawal,"Smithburgh, Guernsey",2025-02-11 22:19:04,Web,11,466,1,0
T6450,C6156,7144.65,Withdrawal,"North Justin, Malta",2025-01-09 09:51:00,POS Terminal,6,681,0,0
T6451,C1412,1474.27,Transfer,"North Benjamin, Norfolk Island",2025-01-01 02:00:25,ATM,14,791,0,0
T6452,C6789,1338.44,Withdrawal,"New Angelatown, French Southern Territories",2025-01-10 02:42:00,POS Terminal,6,318,1,1
T6453,C8792,6612.68,Transfer,"Taylorstad, United Arab Emirates",2025-01-08 16:24:30,ATM,10,589,0,0
T6454,C2267,5111.14,Withdrawal,"Port Lisabury, Cambodia",2025-01-30 03:38:57,Mobile,11,436,0,0
T6455,C8275,7094.74,Online Payment,"Danielleton, Cayman Islands",2025-01-05 11:28:43,Mobile,1,582,0,0
T6456,C5426,6792.13,Withdrawal,"North Rebeccaville, Greenland",2025-01-12 17:59:05,POS Terminal,5,419,0,0
T6457,C2541,7238.36,Online Payment,"East Jessica, Zimbabwe",2025-01-22 23:47:19,ATM,8,394,1,1
T6458,C7310,600.08,Transfer,"Brandonport, Guernsey",2025-01-14 11:07:23,ATM,7,623,1,1
T6459,C9396,4438.64,Withdrawal,"Port David, Saint Pierre and Miquelon",2025-01-02 15:29:49,Mobile,15,661,0,0
T6460,C7839,5386.44,Transfer,"Port Julie, Ethiopia",2025-01-05 05:40:52,Web,2,553,0,0
T6461,C4716,6890.51,Deposit,"North Scott, Afghanistan",2025-01-22 14:22:51,ATM,20,816,1,0
T6462,C6283,6375.57,Withdrawal,"Anthonyside, Afghanistan",2025-01-15 19:17:14,Mobile,9,751,1,1
T6463,C7483,116.16,Online Payment,"Victoriaberg, Monaco",2025-01-13 21:35:51,POS Terminal,13,772,1,1
T6464,C1499,4290.56,Deposit,"Frankmouth, Turkmenistan",2025-01-16 14:51:47,Web,19,560,1,0
T6465,C2444,1769.67,Withdrawal,"Port Johnfort, United States of America",2025-01-07 02:29:38,Web,20,790,0,1
T6466,C2212,2091.11,Deposit,"Jasonton, Israel",2025-02-03 18:05:07,ATM,19,342,0,0
T6467,C7724,5331.08,Withdrawal,"Susanshire, Tokelau",2025-01-20 00:39:25,ATM,13,331,1,1
T6468,C2315,4880.55,Online Payment,"Allenview, Burundi",2025-01-08 05:33:22,ATM,11,825,0,0
T6469,C7635,1945.98,Transfer,"West Matthewport, Brazil",2025-02-02 04:24:43,POS Terminal,16,826,0,0
T6470,C1431,5815.09,Online Payment,"South Alex, Brazil",2025-02-01 15:28:29,POS Terminal,11,353,1,1
T6471,C9283,641.94,Deposit,"Brownfort, Togo",2025-02-05 11:25:46,Web,18,648,0,0
T6472,C1155,6567.39,Withdrawal,"Alishafurt, Finland",2025-01-25 04:09:15,POS Terminal,6,559,0,1
T6473,C1495,9793.72,Withdrawal,"Carlahaven, Czech Republic",2025-01-02 11:25:48,ATM,19,643,1,1
T6474,C3138,5045.59,Transfer,"Stephanietown, Denmark",2025-01-30 04:59:28,POS Terminal,3,848,0,0
T6475,C4506,3888.52,Online Payment,"Huberfort, Taiwan",2025-02-14 06:01:46,Web,4,750,0,0
T6476,C7289,1157.59,Withdrawal,"Kelseyport, Bahrain",2025-02-12 21:42:06,ATM,6,464,0,0
T6477,C1895,7469.12,Withdrawal,"Port Ryan, Sri Lanka",2025-02-14 20:43:13,Mobile,2,633,0,1
T6478,C2284,4316.09,Withdrawal,"Davidchester, Bermuda",2025-01-11 18:37:28,POS Terminal,17,465,0,0
T6479,C3900,9929.4,Transfer,"New Thomas, Serbia",2025-01-09 06:22:55,Web,3,539,0,0
T6480,C6646,8843.05,Transfer,"West Marcus, Switzerland",2025-02-10 15:25:36,POS Terminal,13,411,1,1
T6481,C8757,8486.13,Withdrawal,"South James, Guyana",2025-01-15 21:04:01,POS Terminal,20,747,1,0
T6482,C1291,5658.73,Withdrawal,"Ramirezfurt, Lebanon",2025-01-13 13:37:48,Mobile,11,822,0,0
T6483,C3479,7287.26,Online Payment,"New Erica, Zimbabwe",2025-02-11 07:06:19,Mobile,10,689,1,1
T6484,C6404,9132.97,Withdrawal,"Thomashaven, Holy See (Vatican City State)",2025-02-14 14:52:17,Mobile,12,621,0,0
T6485,C2215,9759.67,Withdrawal,"Harringtonchester, Greenland",2025-02-02 04:16:25,Web,7,774,0,0
T6486,C8391,8786.64,Withdrawal,"New Tonyaton, Korea",2025-01-02 23:33:53,ATM,1,580,1,0
T6487,C3052,2392.16,Deposit,"South Jenniferborough, Finland",2025-02-13 17:41:48,Mobile,7,446,0,0
T6488,C4311,119.96,Withdrawal,"Thompsonport, Tokelau",2025-01-30 17:11:16,POS Terminal,15,534,0,0
T6489,C2996,3942.66,Online Payment,"West Brandon, Seychelles",2025-02-13 01:14:56,Mobile,12,591,0,0
T6490,C7981,5231.14,Deposit,"Hilltown, Guinea-Bissau",2025-02-08 21:18:36,ATM,6,768,0,1
T6491,C1478,7573.77,Withdrawal,"New Jeffery, Sierra Leone",2025-01-14 08:33:49,ATM,20,598,1,1
T6492,C8750,772.12,Online Payment,"West Billy, Finland",2025-01-19 17:51:40,Mobile,11,466,0,0
T6493,C5904,4656.6,Deposit,"Michaelside, Thailand",2025-01-23 06:04:40,Web,20,542,0,0
T6494,C5459,5038.9,Withdrawal,"East Susanmouth, Bahamas",2025-01-19 13:46:43,Web,2,775,1,0
T6495,C2154,2877.28,Online Payment,"Andersonville, Chad",2025-01-17 21:23:11,Web,10,350,0,1
T6496,C7011,5100.65,Withdrawal,"Port Stephanie, Micronesia",2025-02-02 09:11:17,Web,8,634,0,0
T6497,C6764,4944.24,Transfer,"New Maria, Tunisia",2025-02-10 00:04:43,POS Terminal,18,616,0,0
T6498,C3582,7061.13,Transfer,"East Brandonmouth, Nicaragua",2025-02-02 10:21:11,Mobile,2,513,1,1
T6499,C1552,714.9,Withdrawal,"Christophermouth, Swaziland",2025-02-04 06:39:46,ATM,19,737,0,0
T6500,C6781,6713.97,Withdrawal,"Lisaburgh, Madagascar",2025-02-13 12:44:45,Mobile,10,363,1,1
